,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3410,FDK40,7.035,Low Fat,Low,Frozen Foods,262.09,OUT046,1997,Small,Tier 1,Supermarket Type1,4207.86
3411,FDT23,7.72,Regular,High,Breads,77.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.46
3412,FDB50,13.0,Low Fat,High,Canned,78.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,1168.48
3413,NCF43,8.51,Low Fat,High,Household,142.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,1717.76
3414,FDU26,12.6,Regular,Low,Dairy,119.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,1549.32
3415,FDC10,9.8,Regular,High,Snack Foods,121.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,1566.63
3416,FDK51,19.85,Low Fat,Low,Dairy,266.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,3179.86
3417,FDV09,12.1,Low Fat,Low,Snack Foods,146.67,OUT010,1998,NA,Tier 3,Grocery Store,296.95
3418,DRL37,15.5,Low Fat,High,Soft Drinks,43.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,562.6
3419,FDQ45,9.5,Regular,High,Snack Foods,182.36,OUT010,1998,NA,Tier 3,Grocery Store,1102.56
3420,FDO45,12.6,Regular,Low,Snack Foods,88.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845.6
3421,FDP27,8.155,Low Fat,High,Meat,190.85,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.79
3422,NCE07,8.18,Low Fat,Low,Household,143.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6
3423,FDL26,12.6,Low Fat,High,Canned,155.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,5141.31
3424,FDL09,19.6,Regular,High,Snack Foods,169.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,1174.47
3425,NCA17,20.6,Low Fat,High,Health and Hygiene,148.84,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.51
3426,NCL29,9.695,Low Fat,High,Health and Hygiene,156.46,OUT017,2007,NA,Tier 2,Supermarket Type1,2535.37
3427,FDS20,8.85,Low Fat,High,Fruits and Vegetables,183.93,OUT017,2007,NA,Tier 2,Supermarket Type1,2918.87
3428,NCD19,8.93,Low Fat,High,Household,53.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.61
3429,FDF05,17.5,Low Fat,Low,Frozen Foods,261.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,3418.88
3430,FDI44,16.1,Low Fat,High,Fruits and Vegetables,78.43,OUT017,2007,NA,Tier 2,Supermarket Type1,1467.42
3431,NCY29,13.65,Low Fat,High,Health and Hygiene,54.69,OUT045,2002,NA,Tier 2,Supermarket Type1,679.12
3432,FDC60,5.425,Regular,High,Baking Goods,87.05,OUT010,1998,NA,Tier 3,Grocery Store,88.55
3433,DRL49,13.15,Low Fat,High,Soft Drinks,140.58,OUT045,2002,NA,Tier 2,Supermarket Type1,427.44
3434,FDT39,6.26,Regular,Low,Meat,152.84,OUT017,2007,NA,Tier 2,Supermarket Type1,3778.42
3435,FDE50,19.7,Regular,Low,Canned,186.46,OUT045,2002,NA,Tier 2,Supermarket Type1,5069.4
3436,FDK25,12.6,Regular,High,Breakfast,169.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,3874.29
3437,DRK13,11.8,Low Fat,High,Soft Drinks,199.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,3571.35
3438,DRD24,13.85,Low Fat,Low,Soft Drinks,141.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,1701.78
3439,FDX60,14.35,Low Fat,High,Baking Goods,81.0,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.71
3440,FDT40,12.6,Low Fat,High,Frozen Foods,128.37,OUT019,1985,Small,Tier 1,Grocery Store,127.17
3441,FDJ20,20.7,Regular,High,Fruits and Vegetables,122.44,OUT045,2002,NA,Tier 2,Supermarket Type1,1238.39
3442,FDI58,7.64,Regular,High,Snack Foods,91.71,OUT045,2002,NA,Tier 2,Supermarket Type1,2050.66
3443,FDX04,19.6,Regular,Low,Frozen Foods,47.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5
3444,FDK55,18.5,Low Fat,Low,Meat,87.22,OUT035,2004,Small,Tier 2,Supermarket Type1,802.95
3445,NCH06,12.3,Low Fat,High,Household,247.95,OUT017,2007,NA,Tier 2,Supermarket Type1,3202.5
3446,NCG54,12.1,Low Fat,High,Household,170.81,OUT045,2002,NA,Tier 2,Supermarket Type1,4619.99
3447,FDN46,7.21,Regular,High,Snack Foods,102.63,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.2
3448,FDS46,17.6,Regular,High,Snack Foods,118.28,OUT017,2007,NA,Tier 2,Supermarket Type1,715.07
3449,FDM24,6.135,Regular,High,Baking Goods,152.84,OUT017,2007,NA,Tier 2,Supermarket Type1,1964.78
3450,NCC07,19.6,Low Fat,Low,Household,104.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,1262.36
3451,DRG51,12.1,Low Fat,Low,Dairy,164.95,OUT045,2002,NA,Tier 2,Supermarket Type1,2302.34
3452,NCS53,14.5,Low Fat,High,Health and Hygiene,158.36,OUT013,1987,High,Tier 3,Supermarket Type1,1109.22
3453,FDC33,8.96,Regular,High,Fruits and Vegetables,196.48,OUT046,1997,Small,Tier 1,Supermarket Type1,2562.0
3454,FDD14,20.7,Low Fat,High,Canned,183.53,OUT013,1987,High,Tier 3,Supermarket Type1,4426.24
3455,FDJ52,7.145,Low Fat,Low,Frozen Foods,159.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.41
3456,FDV33,9.6,Regular,Low,Snack Foods,258.33,OUT045,2002,NA,Tier 2,Supermarket Type1,4133.29
3457,FDY33,14.5,Regular,High,Snack Foods,157.43,OUT045,2002,NA,Tier 2,Supermarket Type1,3978.16
3458,FDE28,12.6,Regular,High,Frozen Foods,229.47,OUT019,1985,Small,Tier 1,Grocery Store,460.73
3459,FDA57,18.85,Low Fat,Low,Snack Foods,41.05,OUT045,2002,NA,Tier 2,Supermarket Type1,918.8
3460,DRC27,13.8,Low Fat,High,Dairy,243.68,OUT017,2007,NA,Tier 2,Supermarket Type1,1965.44
3461,FDA27,20.35,Regular,Low,Dairy,256.37,OUT045,2002,NA,Tier 2,Supermarket Type1,1022.67
3462,FDO57,20.75,Low Fat,High,Snack Foods,159.36,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.82
3463,FDZ44,8.185,Low Fat,Low,Fruits and Vegetables,115.88,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.35
3464,FDA58,9.395,Low Fat,High,Snack Foods,233.69,OUT013,1987,High,Tier 3,Supermarket Type1,1414.16
3465,DRB01,7.39,Low Fat,High,Soft Drinks,187.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.02
3466,FDX45,16.75,low fat,High,Snack Foods,156.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,2816.33
3467,FDY12,9.8,Regular,High,Baking Goods,50.0,OUT017,2007,NA,Tier 2,Supermarket Type1,506.01
3468,NCZ29,15.0,Low Fat,High,Health and Hygiene,127.74,OUT045,2002,NA,Tier 2,Supermarket Type1,1761.71
3469,FDF09,6.215,Low Fat,Low,Fruits and Vegetables,37.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.42
3470,FDR48,11.65,Low Fat,High,Baking Goods,150.5,OUT017,2007,NA,Tier 2,Supermarket Type1,3187.85
3471,NCH29,5.51,Low Fat,Low,Health and Hygiene,95.87,OUT013,1987,High,Tier 3,Supermarket Type1,2153.2
3472,FDN08,7.72,Regular,High,Fruits and Vegetables,117.55,OUT045,2002,NA,Tier 2,Supermarket Type1,824.93
3473,NCN30,16.35,Low Fat,Low,Household,97.44,OUT013,1987,High,Tier 3,Supermarket Type1,772.33
3474,FDS12,12.6,Low Fat,High,Baking Goods,125.44,OUT019,1985,Small,Tier 1,Grocery Store,755.02
3475,FDN58,13.8,Regular,High,Snack Foods,231.0,OUT013,1987,High,Tier 3,Supermarket Type1,4633.97
3476,FDF50,4.905,Low Fat,High,Canned,197.68,OUT045,2002,NA,Tier 2,Supermarket Type1,2956.15
3477,NCR54,16.35,Low Fat,High,Household,198.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1964.11
3478,FDQ21,21.25,Low Fat,Low,Snack Foods,120.88,OUT046,1997,Small,Tier 1,Supermarket Type1,3150.57
3479,FDA13,15.85,Low Fat,High,Canned,39.95,OUT013,1987,High,Tier 3,Supermarket Type1,645.16
3480,FDY47,8.6,Regular,High,Breads,128.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.14
3481,NCF31,9.13,Low Fat,High,Household,150.2,OUT013,1987,High,Tier 3,Supermarket Type1,1821.63
3482,FDL44,12.6,Low Fat,Low,Fruits and Vegetables,162.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,5500.84
3483,FDT51,12.6,Regular,Low,Meat,110.65,OUT019,1985,Small,Tier 1,Grocery Store,223.71
3484,NCF31,12.6,Low Fat,High,Household,153.1,OUT019,1985,Small,Tier 1,Grocery Store,303.6
3485,NCK31,10.895,Low Fat,Low,Others,50.67,OUT046,1997,Small,Tier 1,Supermarket Type1,666.47
3486,DRM47,9.3,Low Fat,Low,Hard Drinks,191.08,OUT045,2002,NA,Tier 2,Supermarket Type1,1337.59
3487,FDL40,17.7,Low Fat,Low,Frozen Foods,97.74,OUT013,1987,High,Tier 3,Supermarket Type1,1158.49
3488,FDT34,9.3,Low Fat,High,Snack Foods,107.2,OUT010,1998,NA,Tier 3,Grocery Store,420.79
3489,FDP40,4.555,Regular,Low,Frozen Foods,112.75,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.67
3490,NCJ31,19.2,Low Fat,High,Others,241.82,OUT017,2007,NA,Tier 2,Supermarket Type1,1687.14
3491,FDT50,12.6,Regular,High,Dairy,97.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.25
3492,FDG21,17.35,Regular,High,Seafood,150.4,OUT046,1997,Small,Tier 1,Supermarket Type1,3894.93
3493,FDM03,12.65,Low Fat,High,Meat,108.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.97
3494,FDO11,8.0,Regular,Low,Breads,247.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,6972.26
3495,FDX26,17.7,Low Fat,High,Dairy,181.43,OUT045,2002,NA,Tier 2,Supermarket Type1,2918.87
3496,FDF39,14.85,Regular,Low,Dairy,261.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.92
3497,NCR53,12.15,Low Fat,High,Health and Hygiene,226.54,OUT010,1998,NA,Tier 3,Grocery Store,225.04
3498,FDL57,15.1,Regular,High,Snack Foods,257.93,OUT035,2004,Small,Tier 2,Supermarket Type1,6458.26
3499,FDO44,12.6,Low Fat,High,Fruits and Vegetables,110.02,OUT045,2002,NA,Tier 2,Supermarket Type1,3205.16
3500,NCY41,16.75,Low Fat,High,Health and Hygiene,34.35,OUT035,2004,Small,Tier 2,Supermarket Type1,1042.64
3501,FDL08,10.8,Low Fat,High,Fruits and Vegetables,246.71,OUT046,1997,Small,Tier 1,Supermarket Type1,5145.3
3502,NCV30,20.2,Low Fat,High,Household,64.85,OUT046,1997,Small,Tier 1,Supermarket Type1,948.76
3503,FDL45,12.6,Low Fat,Low,Snack Foods,126.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,4255.79
3504,FDK09,15.2,Low Fat,High,Snack Foods,227.24,OUT017,2007,NA,Tier 2,Supermarket Type1,4122.63
3505,FDQ58,7.315,Low Fat,Low,Snack Foods,153.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,459.4
3506,FDA28,16.1,Regular,High,Frozen Foods,127.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.2
3507,FDA02,12.6,Regular,High,Dairy,143.18,OUT019,1985,Small,Tier 1,Grocery Store,288.96
3508,NCC54,17.75,Low Fat,High,Health and Hygiene,240.42,OUT013,1987,High,Tier 3,Supermarket Type1,4579.37
3509,FDA55,17.2,Regular,High,Fruits and Vegetables,225.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.8
3510,NCJ43,6.635,Low Fat,High,Household,173.14,OUT010,1998,NA,Tier 3,Grocery Store,348.88
3511,NCB19,12.6,Low Fat,High,Household,86.39,OUT019,1985,Small,Tier 1,Grocery Store,85.89
3512,FDA19,7.52,Low Fat,High,Fruits and Vegetables,128.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3983.48
3513,FDD35,12.15,Low Fat,Low,Starchy Foods,119.84,OUT013,1987,High,Tier 3,Supermarket Type1,599.22
3514,FDK08,9.195,Regular,High,Fruits and Vegetables,100.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,1113.22
3515,FDN27,12.6,Low Fat,Low,Meat,116.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.97
3516,NCC19,12.6,Low Fat,High,Household,192.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,4633.97
3517,FDL16,12.85,Low Fat,High,Frozen Foods,47.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,1071.94
3518,NCL54,12.6,Low Fat,High,Household,176.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,4202.53
3519,FDR33,7.31,Low Fat,Low,Snack Foods,108.06,OUT049,1999,Medium,Tier 1,Supermarket Type1,2087.28
3520,FDD52,18.25,Regular,High,Dairy,108.56,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.43
3521,FDV33,9.6,Regular,Low,Snack Foods,259.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,4649.95
3522,FDF21,10.3,Regular,High,Fruits and Vegetables,191.15,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.78
3523,FDM56,16.7,Low Fat,High,Fruits and Vegetables,109.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.96
3524,FDB12,11.15,Regular,High,Baking Goods,103.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2388.89
3525,FDI48,11.85,Regular,High,Baking Goods,51.27,OUT035,2004,Small,Tier 2,Supermarket Type1,410.13
3526,FDH09,12.6,Low Fat,High,Seafood,51.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,473.38
3527,FDQ36,7.855,Regular,High,Baking Goods,38.38,OUT046,1997,Small,Tier 1,Supermarket Type1,932.12
3528,FDY16,18.35,Regular,High,Frozen Foods,184.83,OUT013,1987,High,Tier 3,Supermarket Type1,3872.96
3529,NCM43,12.6,Low Fat,Low,Others,164.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,5546.11
3530,FDF59,12.5,Low Fat,High,Starchy Foods,124.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.03
3531,NCR38,17.25,Low Fat,High,Household,253.47,OUT035,2004,Small,Tier 2,Supermarket Type1,755.02
3532,FDY13,12.1,Low Fat,Low,Canned,78.07,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.44
3533,FDC40,16.0,Regular,High,Dairy,76.2,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.58
3534,FDT11,5.94,Regular,Low,Breads,189.46,OUT017,2007,NA,Tier 2,Supermarket Type1,1877.56
3535,FDT59,13.65,Low Fat,Low,Breads,230.27,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.77
3536,NCU54,8.88,Low Fat,High,Household,208.43,OUT046,1997,Small,Tier 1,Supermarket Type1,5452.9
3537,FDG34,11.5,Regular,High,Snack Foods,106.73,OUT010,1998,NA,Tier 3,Grocery Store,542.63
3538,FDQ36,7.855,Regular,High,Baking Goods,39.28,OUT017,2007,NA,Tier 2,Supermarket Type1,857.55
3539,DRZ11,8.85,Regular,High,Soft Drinks,122.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.39
3540,DRH23,12.6,Low Fat,High,Hard Drinks,55.76,OUT019,1985,Small,Tier 1,Grocery Store,110.52
3541,FDT55,13.6,Regular,Low,Fruits and Vegetables,157.09,OUT017,2007,NA,Tier 2,Supermarket Type1,5522.81
3542,NCV53,8.27,Low Fat,Low,Health and Hygiene,241.29,OUT013,1987,High,Tier 3,Supermarket Type1,5512.82
3543,FDQ33,12.6,Low Fat,High,Snack Foods,151.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,4815.07
3544,NCJ54,9.895,Low Fat,High,Household,230.86,OUT013,1987,High,Tier 3,Supermarket Type1,4414.92
3545,FDY16,12.6,Regular,High,Frozen Foods,186.23,OUT019,1985,Small,Tier 1,Grocery Store,1106.56
3546,NCN07,18.5,Low Fat,Low,Others,129.93,OUT046,1997,Small,Tier 1,Supermarket Type1,1054.63
3547,FDO01,21.1,Regular,Low,Breakfast,129.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,1284.99
3548,FDP32,6.65,Low Fat,High,Fruits and Vegetables,126.87,OUT017,2007,NA,Tier 2,Supermarket Type1,1780.35
3549,NCN07,18.5,Low Fat,Low,Others,130.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1977.43
3550,DRN47,12.6,Low Fat,Low,Hard Drinks,180.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,3056.02
3551,NCM18,13.0,Low Fat,High,Household,61.12,OUT045,2002,NA,Tier 2,Supermarket Type1,2352.94
3552,FDD40,12.6,Regular,Low,Dairy,193.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,5195.24
3553,FDW47,15.0,Low Fat,High,Breads,122.84,OUT046,1997,Small,Tier 1,Supermarket Type1,731.05
3554,FDI45,13.1,Low Fat,Low,Fruits and Vegetables,175.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,1050.63
3555,FDJ46,11.1,Low Fat,High,Snack Foods,174.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2101.26
3556,FDD38,16.75,Regular,Low,Canned,100.27,OUT010,1998,NA,Tier 3,Grocery Store,203.73
3557,FDS37,7.655,Low Fat,Low,Canned,117.25,OUT045,2002,NA,Tier 2,Supermarket Type1,2432.83
3558,FDY60,10.5,Regular,Low,Baking Goods,145.21,OUT045,2002,NA,Tier 2,Supermarket Type1,3739.13
3559,FDP13,8.1,Regular,High,Canned,41.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
3560,FDM28,15.7,Low Fat,High,Frozen Foods,181.37,OUT045,2002,NA,Tier 2,Supermarket Type1,1977.43
3561,FDY33,14.5,Regular,High,Snack Foods,159.73,OUT017,2007,NA,Tier 2,Supermarket Type1,5728.54
3562,NCM54,17.7,Low Fat,High,Household,125.57,OUT013,1987,High,Tier 3,Supermarket Type1,1398.85
3563,FDK04,7.36,Low Fat,High,Frozen Foods,58.56,OUT046,1997,Small,Tier 1,Supermarket Type1,801.62
3564,NCI42,18.75,Low Fat,Low,Household,207.2,OUT035,2004,Small,Tier 2,Supermarket Type1,1667.16
3565,FDF45,18.2,Regular,Low,Fruits and Vegetables,59.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.49
3566,FDN56,5.46,Regular,High,Fruits and Vegetables,144.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,3323.01
3567,FDR56,15.5,Regular,High,Fruits and Vegetables,196.58,OUT017,2007,NA,Tier 2,Supermarket Type1,3350.31
3568,FDX40,12.85,Low Fat,High,Frozen Foods,39.32,OUT046,1997,Small,Tier 1,Supermarket Type1,540.63
3569,FDB34,15.25,Low Fat,Low,Snack Foods,86.02,OUT017,2007,NA,Tier 2,Supermarket Type1,2006.06
3570,FDY47,8.6,Regular,High,Breads,130.53,OUT045,2002,NA,Tier 2,Supermarket Type1,1298.31
3571,DRB01,7.39,Low Fat,High,Soft Drinks,190.95,OUT013,1987,High,Tier 3,Supermarket Type1,2466.79
3572,FDR51,9.035,Regular,High,Meat,151.47,OUT045,2002,NA,Tier 2,Supermarket Type1,2407.53
3573,FDR48,11.65,Low Fat,High,Baking Goods,152.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.02
3574,FDZ25,15.7,Regular,Low,Canned,171.18,OUT013,1987,High,Tier 3,Supermarket Type1,1867.57
3575,FDJ04,18.0,Low Fat,High,Frozen Foods,120.31,OUT045,2002,NA,Tier 2,Supermarket Type1,2725.79
3576,NCG07,12.6,Low Fat,High,Household,190.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,4554.07
3577,FDB52,17.75,Low Fat,Low,Dairy,257.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.01
3578,FDH14,17.1,Regular,High,Canned,142.08,OUT045,2002,NA,Tier 2,Supermarket Type1,2528.71
3579,NCY17,18.2,Low Fat,High,Health and Hygiene,43.01,OUT046,1997,Small,Tier 1,Supermarket Type1,758.35
3580,FDX31,20.35,Regular,High,Fruits and Vegetables,234.5,OUT045,2002,NA,Tier 2,Supermarket Type1,1402.17
3581,FDN12,15.6,Low Fat,High,Baking Goods,112.35,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.69
3582,FDG56,13.3,Regular,High,Fruits and Vegetables,59.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.8
3583,FDP23,6.71,Low Fat,Low,Breads,218.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,5660.63
3584,FDC47,15.0,Low Fat,High,Snack Foods,226.97,OUT045,2002,NA,Tier 2,Supermarket Type1,6851.08
3585,FDW25,12.6,Low Fat,Low,Canned,86.82,OUT027,1985,Medium,Tier 3,Supermarket Type3,1448.78
3586,NCR42,9.105,Low Fat,Low,Household,33.89,OUT045,2002,NA,Tier 2,Supermarket Type1,99.87
3587,DRO59,11.8,Low Fat,High,Hard Drinks,75.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.72
3588,FDT60,12.0,Low Fat,High,Baking Goods,124.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.74
3589,FDE32,20.7,Low Fat,High,Fruits and Vegetables,37.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.65
3590,FDF21,10.3,Regular,High,Fruits and Vegetables,191.55,OUT017,2007,NA,Tier 2,Supermarket Type1,6641.36
3591,FDX04,19.6,Regular,Low,Frozen Foods,46.04,OUT013,1987,High,Tier 3,Supermarket Type1,527.31
3592,FDC22,6.89,Regular,High,Snack Foods,193.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.07
3593,FDD39,16.7,Low Fat,High,Dairy,216.38,OUT045,2002,NA,Tier 2,Supermarket Type1,3678.54
3594,DRC36,13.0,Regular,Low,Soft Drinks,175.01,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.16
3595,DRE01,10.1,Low Fat,High,Soft Drinks,241.75,OUT046,1997,Small,Tier 1,Supermarket Type1,5331.73
3596,FDP37,15.6,Low Fat,High,Breakfast,130.4,OUT013,1987,High,Tier 3,Supermarket Type1,2826.99
3597,DRI01,7.97,Low Fat,High,Soft Drinks,173.74,OUT045,2002,NA,Tier 2,Supermarket Type1,2759.08
3598,NCE19,12.6,Low Fat,High,Household,54.6,OUT019,1985,Small,Tier 1,Grocery Store,218.38
3599,NCS30,5.945,Low Fat,High,Household,128.97,OUT017,2007,NA,Tier 2,Supermarket Type1,1808.31
3600,FDX31,20.35,Regular,Low,Fruits and Vegetables,234.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.74
3601,FDH47,13.5,Regular,High,Starchy Foods,96.41,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.38
3602,FDY11,6.71,Regular,Low,Baking Goods,65.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.88
3603,FDU23,12.15,Low Fat,Low,Breads,166.02,OUT010,1998,NA,Tier 3,Grocery Store,330.24
3604,FDO19,17.7,Regular,Low,Fruits and Vegetables,50.5,OUT013,1987,High,Tier 3,Supermarket Type1,1458.1
3605,FDP08,20.5,Regular,High,Fruits and Vegetables,193.95,OUT013,1987,High,Tier 3,Supermarket Type1,4456.2
3606,FDX19,19.1,Low Fat,High,Fruits and Vegetables,235.2,OUT013,1987,High,Tier 3,Supermarket Type1,4673.92
3607,FDJ28,12.3,Low Fat,Low,Frozen Foods,191.22,OUT017,2007,NA,Tier 2,Supermarket Type1,1924.16
3608,FDE29,8.905,Low Fat,High,Frozen Foods,62.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,302.94
3609,FDC14,14.5,Regular,Low,Canned,40.05,OUT017,2007,NA,Tier 2,Supermarket Type1,209.73
3610,FDV44,8.365,Regular,Low,Fruits and Vegetables,190.72,OUT017,2007,NA,Tier 2,Supermarket Type1,1904.19
3611,NCF43,8.51,Low Fat,High,Household,141.95,OUT017,2007,NA,Tier 2,Supermarket Type1,2004.06
3612,NCY42,6.38,Low Fat,Low,Household,144.05,OUT013,1987,High,Tier 3,Supermarket Type1,3149.23
3613,NCZ06,12.6,Low Fat,High,Household,253.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3297.71
3614,FDB29,16.7,Regular,High,Frozen Foods,115.12,OUT035,2004,Small,Tier 2,Supermarket Type1,1488.73
3615,FDL28,10.0,Regular,High,Frozen Foods,231.77,OUT013,1987,High,Tier 3,Supermarket Type1,460.73
3616,FDF57,14.5,Regular,High,Fruits and Vegetables,168.64,OUT045,2002,NA,Tier 2,Supermarket Type1,2897.56
3617,FDE44,14.65,Low Fat,High,Fruits and Vegetables,50.37,OUT013,1987,High,Tier 3,Supermarket Type1,591.23
3618,FDU33,12.6,Regular,High,Snack Foods,45.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.8
3619,FDA08,11.85,Regular,High,Fruits and Vegetables,163.85,OUT017,2007,NA,Tier 2,Supermarket Type1,1808.98
3620,NCC06,19.0,Low Fat,Low,Household,127.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.34
3621,FDO32,6.36,Low Fat,High,Fruits and Vegetables,45.81,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15
3622,FDU39,18.85,Low Fat,Low,Meat,58.46,OUT046,1997,Small,Tier 1,Supermarket Type1,711.07
3623,NCK18,9.6,Low Fat,Low,Household,165.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2972.13
3624,FDI26,5.94,Low Fat,Low,Canned,177.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,1605.91
3625,DRE37,13.5,Low Fat,High,Soft Drinks,189.99,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.61
3626,NCN26,10.85,Low Fat,High,Household,117.58,OUT010,1998,NA,Tier 3,Grocery Store,351.54
3627,FDS16,15.15,Regular,High,Frozen Foods,147.38,OUT035,2004,Small,Tier 2,Supermarket Type1,2197.14
3628,FDE40,15.6,Regular,High,Dairy,62.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,804.95
3629,FDP03,5.15,Regular,High,Meat,122.94,OUT017,2007,NA,Tier 2,Supermarket Type1,2105.26
3630,FDA27,20.35,Regular,Low,Dairy,253.97,OUT049,1999,Medium,Tier 1,Supermarket Type1,3068.01
3631,FDJ12,8.895,Regular,Low,Baking Goods,208.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,5400.97
3632,FDT03,21.25,Low Fat,Low,Meat,181.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.56
3633,FDF50,4.905,Low Fat,High,Canned,195.78,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.15
3634,FDC51,10.895,Regular,Low,Dairy,124.17,OUT045,2002,NA,Tier 2,Supermarket Type1,1601.25
3635,NCL55,12.6,Low Fat,High,Others,254.6,OUT019,1985,Small,Tier 1,Grocery Store,759.01
3636,FDZ23,17.75,Regular,High,Baking Goods,185.22,OUT035,2004,Small,Tier 2,Supermarket Type1,6338.42
