Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRH11,12.6,Low Fat,High,Hard Drinks,56.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,2597.29
NCK17,11.0,Low Fat,Low,Health and Hygiene,40.95,OUT013,1987,Large,Tier 3,Supermarket Type1,319.58
DRC01,5.92,Regular,Low,Soft Drinks,47.77,OUT046,1997,Small,Tier 1,Supermarket Type1,492.69
FDD03,13.3,Low Fat,High,Dairy,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2796.36
NCY17,18.2,Low Fat,High,Health and Hygiene,45.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,669.13
DRY23,9.4,Regular,High,Soft Drinks,42.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,980.06
FDT50,6.75,Regular,High,Dairy,96.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.25
FDC38,15.7,Low Fat,High,Canned,133.19,OUT013,1987,Large,Tier 3,Supermarket Type1,2782.38
NCN06,8.39,Low Fat,High,Household,162.89,OUT010,1998,NA,Tier 3,Grocery Store,327.57
FDP56,12.6,Low Fat,High,Fruits and Vegetables,47.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,1576.61
FDW34,9.6,Low Fat,Low,Snack Foods,244.92,OUT045,2002,NA,Tier 2,Supermarket Type1,2916.2
FDU07,11.1,Low Fat,High,Fruits and Vegetables,151.34,OUT035,2004,Small,Tier 2,Supermarket Type1,3022.73
NCO55,12.8,Low Fat,High,Others,108.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.94
FDL16,12.85,Low Fat,High,Frozen Foods,46.11,OUT017,2007,NA,Tier 2,Supermarket Type1,792.3
FDT59,13.65,Low Fat,Low,Breads,231.97,OUT045,2002,NA,Tier 2,Supermarket Type1,3225.14
DRF01,12.6,Low Fat,High,Soft Drinks,146.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,1895.53
NCS06,7.94,Low Fat,Low,Household,261.59,OUT045,2002,NA,Tier 2,Supermarket Type1,3155.89
FDY13,12.6,Low Fat,High,Canned,74.97,OUT019,1985,Small,Tier 1,Grocery Store,229.7
DRF36,16.1,Low Fat,Low,Soft Drinks,189.98,OUT010,1998,NA,Tier 3,Grocery Store,191.08
FDV10,7.64,Regular,High,Snack Foods,41.81,OUT046,1997,Small,Tier 1,Supermarket Type1,894.84
FDE09,8.78,Low Fat,Low,Fruits and Vegetables,110.72,OUT010,1998,NA,Tier 3,Grocery Store,331.57
FDC20,10.65,Low Fat,Low,Fruits and Vegetables,57.23,OUT045,2002,NA,Tier 2,Supermarket Type1,1174.47
FDI58,7.64,Regular,High,Snack Foods,95.01,OUT017,2007,NA,Tier 2,Supermarket Type1,1864.24
FDI56,7.32,Low Fat,High,Fruits and Vegetables,93.21,OUT017,2007,NA,Tier 2,Supermarket Type1,1733.08
NCI17,8.64,low fat,High,Health and Hygiene,94.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,1061.95
NCE19,8.97,Low Fat,High,Household,55.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,1037.32
FDA26,12.6,Regular,High,Dairy,219.35,OUT019,1985,Small,Tier 1,Grocery Store,219.05
FDR01,5.4,Regular,High,Canned,198.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.89
FDC32,12.6,Low Fat,High,Fruits and Vegetables,90.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,2406.2
FDF11,10.2,Regular,Low,Starchy Foods,240.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,1442.12
FDH46,6.94,Regular,Low,Snack Foods,103.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.4
FDY33,12.6,Regular,High,Snack Foods,159.03,OUT019,1985,Small,Tier 1,Grocery Store,159.13
DRG23,8.88,Low Fat,High,Hard Drinks,152.27,OUT046,1997,Small,Tier 1,Supermarket Type1,1829.62
FDY04,12.6,Regular,Low,Frozen Foods,162.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.39
FDE26,9.3,Low Fat,High,Canned,145.38,OUT045,2002,NA,Tier 2,Supermarket Type1,2745.09
NCU42,9.0,Low Fat,Low,Household,169.45,OUT035,2004,Small,Tier 2,Supermarket Type1,4211.19
NCO42,21.25,Low Fat,Low,Household,146.01,OUT035,2004,Small,Tier 2,Supermarket Type1,2916.2
FDU25,12.35,Low Fat,Low,Canned,59.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,984.72
FDW02,12.6,Regular,Low,Dairy,124.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,3004.09
FDS22,16.85,Regular,Low,Snack Foods,43.94,OUT046,1997,Small,Tier 1,Supermarket Type1,351.54
FDG57,14.7,Low Fat,High,Fruits and Vegetables,49.8,OUT035,2004,Small,Tier 2,Supermarket Type1,631.84
FDQ25,8.63,Regular,Low,Canned,173.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.61
NCS06,7.94,Low Fat,Low,Household,261.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,2892.9
FDC29,12.6,Regular,Low,Frozen Foods,112.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,1832.28
NCZ41,19.85,Low Fat,High,Health and Hygiene,126.77,OUT035,2004,Small,Tier 2,Supermarket Type1,1752.39
FDW23,5.76,Low Fat,High,Baking Goods,37.52,OUT046,1997,Small,Tier 1,Supermarket Type1,656.48
FDB03,17.75,Regular,High,Dairy,240.55,OUT049,1999,Medium,Tier 1,Supermarket Type1,3845.66
FDN25,12.6,Regular,High,Breakfast,55.56,OUT019,1985,Small,Tier 1,Grocery Store,229.04
NCN05,8.24,Low Fat,Low,Health and Hygiene,181.9,OUT046,1997,Small,Tier 1,Supermarket Type1,732.38
FDV43,12.6,Low Fat,High,Fruits and Vegetables,43.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,847.56
FDG44,6.13,Low Fat,High,Fruits and Vegetables,55.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.3
FDS12,9.1,Low Fat,High,Baking Goods,127.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.87
FDI52,18.7,Low Fat,High,Frozen Foods,121.41,OUT013,1987,Large,Tier 3,Supermarket Type1,2450.14
FDU12,15.5,Regular,High,Baking Goods,261.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.6
FDG58,10.7,Regular,High,Snack Foods,156.8,OUT035,2004,Small,Tier 2,Supermarket Type1,3427.54
FDA16,6.7,Low Fat,Low,Frozen Foods,220.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,5084.05
NCD18,16.0,Low Fat,High,Household,229.87,OUT035,2004,Small,Tier 2,Supermarket Type1,4837.7
FDI21,5.59,Regular,High,Snack Foods,62.62,OUT013,1987,Large,Tier 3,Supermarket Type1,639.17
FDW31,11.35,Regular,Low,Fruits and Vegetables,197.07,OUT017,2007,NA,Tier 2,Supermarket Type1,2587.96
FDB35,12.3,Regular,High,Starchy Foods,93.88,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.09
FDK58,12.6,Regular,Low,Snack Foods,102.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,2428.84
FDU14,17.75,Low Fat,Low,Dairy,248.78,OUT046,1997,Small,Tier 1,Supermarket Type1,3745.12
NCP43,17.75,Low Fat,Low,Others,178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,2516.72
FDM20,12.6,Low Fat,High,Fruits and Vegetables,245.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,3185.19
FDT36,12.6,Low Fat,High,Baking Goods,35.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,988.05
FDW19,12.35,Regular,Low,Fruits and Vegetables,110.26,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.71
FDB29,16.7,Regular,High,Frozen Foods,113.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2519.39
FDN39,19.35,Regular,High,Meat,167.08,OUT017,2007,NA,Tier 2,Supermarket Type1,1510.03
FDI02,15.7,Regular,High,Canned,112.02,OUT046,1997,Small,Tier 1,Supermarket Type1,337.56
FDA46,12.6,Low Fat,High,Snack Foods,196.11,OUT027,1985,Medium,Tier 3,Supermarket Type3,6026.82
FDV36,18.7,Low Fat,Low,Baking Goods,124.9,OUT017,2007,NA,Tier 2,Supermarket Type1,2909.55
FDE35,7.06,Regular,Low,Starchy Foods,59.59,OUT013,1987,Large,Tier 3,Supermarket Type1,761.68
FDT46,11.35,Low Fat,High,Snack Foods,52.4,OUT035,2004,Small,Tier 2,Supermarket Type1,809.61
FDS21,12.6,Regular,Low,Snack Foods,62.72,OUT019,1985,Small,Tier 1,Grocery Store,123.84
DRD12,6.96,Low Fat,High,Soft Drinks,90.91,OUT017,2007,NA,Tier 2,Supermarket Type1,1459.43
FDR14,12.6,Low Fat,High,Dairy,54.73,OUT019,1985,Small,Tier 1,Grocery Store,107.86
FDG22,12.6,Regular,Low,Snack Foods,37.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.0
FDX58,13.15,Low Fat,Low,Snack Foods,184.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,2746.42
FDB40,12.6,Regular,Low,Dairy,146.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,4374.31
FDJ36,14.5,Regular,High,Baking Goods,102.73,OUT010,1998,NA,Tier 3,Grocery Store,205.07
NCL53,7.5,Low Fat,High,Health and Hygiene,177.4,OUT010,1998,NA,Tier 3,Grocery Store,354.21
NCX05,15.2,Low Fat,High,Health and Hygiene,114.85,OUT045,2002,NA,Tier 2,Supermarket Type1,1506.04
FDO21,11.6,Regular,Low,Snack Foods,226.24,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.32
NCF07,9.0,Low Fat,Low,Household,102.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.02
FDU20,19.35,Regular,Low,Fruits and Vegetables,119.71,OUT013,1987,Large,Tier 3,Supermarket Type1,1325.61
FDK09,15.2,Low Fat,High,Snack Foods,228.04,OUT010,1998,NA,Tier 3,Grocery Store,458.07
FDY57,20.2,Regular,High,Snack Foods,97.58,OUT035,2004,Small,Tier 2,Supermarket Type1,1534.0
FDD51,12.6,Low Fat,High,Dairy,45.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.49
FDA49,12.6,Low Fat,High,Canned,87.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,2267.71
FDG33,5.36,Regular,High,Seafood,171.08,OUT046,1997,Small,Tier 1,Supermarket Type1,3263.75
FDG35,21.2,Regular,High,Starchy Foods,173.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.15
FDC52,11.15,Regular,Low,Dairy,150.67,OUT045,2002,NA,Tier 2,Supermarket Type1,2106.59
FDS34,19.35,Regular,High,Snack Foods,112.75,OUT017,2007,NA,Tier 2,Supermarket Type1,683.11
NCY05,13.5,Low Fat,High,Health and Hygiene,33.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,282.3
FDO46,9.6,Regular,Low,Snack Foods,188.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.78
FDY20,12.5,Regular,High,Fruits and Vegetables,91.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,1358.23
FDA13,15.85,Low Fat,High,Canned,36.35,OUT035,2004,Small,Tier 2,Supermarket Type1,607.21
FDS04,10.2,Regular,High,Frozen Foods,141.78,OUT013,1987,Large,Tier 3,Supermarket Type1,1685.81
FDU51,20.2,Regular,High,Meat,178.6,OUT017,2007,NA,Tier 2,Supermarket Type1,2302.34
FDK50,7.96,Low Fat,Low,Canned,161.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.42
FDO60,20.0,Low Fat,Low,Baking Goods,45.41,OUT013,1987,Large,Tier 3,Supermarket Type1,981.39
FDM13,6.42,Low Fat,High,Breakfast,133.06,OUT017,2007,NA,Tier 2,Supermarket Type1,1442.79
FDU12,12.6,Regular,High,Baking Goods,262.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,7646.05
NCG54,12.1,Low Fat,High,Household,170.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,1540.0
FDH40,11.6,Regular,High,Frozen Foods,82.23,OUT010,1998,NA,Tier 3,Grocery Store,243.68
NCI06,12.6,Low Fat,High,Household,179.17,OUT019,1985,Small,Tier 1,Grocery Store,359.53
FDA58,9.4,Low Fat,High,Snack Foods,236.99,OUT035,2004,Small,Tier 2,Supermarket Type1,4242.48
FDJ02,17.2,Regular,Low,Canned,147.04,OUT017,2007,NA,Tier 2,Supermarket Type1,2354.27
FDP21,7.42,Regular,Low,Snack Foods,188.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.13
FDN57,18.25,Low Fat,High,Snack Foods,142.02,OUT035,2004,Small,Tier 2,Supermarket Type1,2127.23
FDV26,12.6,Regular,High,Dairy,193.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,8388.41
FDZ21,17.6,Regular,Low,Snack Foods,94.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,2799.69
FDG21,12.6,Regular,High,Seafood,148.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66
FDF26,6.82,Regular,High,Canned,155.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.8
FDC39,7.4,Low Fat,High,Dairy,208.93,OUT013,1987,Large,Tier 3,Supermarket Type1,2700.48
FDQ24,15.7,Low Fat,High,Baking Goods,250.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.76
FDC41,15.6,Low Fat,High,Frozen Foods,75.67,OUT017,2007,NA,Tier 2,Supermarket Type1,1301.64
NCO14,9.6,Low Fat,High,Household,44.21,OUT010,1998,NA,Tier 3,Grocery Store,44.61
FDE05,12.6,Regular,Low,Frozen Foods,144.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,5394.98
FDW52,12.6,Regular,Low,Frozen Foods,163.15,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.86
FDL36,12.6,Low Fat,High,Baking Goods,88.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.13
FDS04,10.2,Regular,High,Frozen Foods,139.08,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.58
NCC18,19.1,Low Fat,High,Household,172.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.29
FDN01,8.9,Low Fat,High,Breakfast,175.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.31
FDY02,8.94,Regular,High,Dairy,262.29,OUT010,1998,NA,Tier 3,Grocery Store,1314.96
FDV15,10.3,Low Fat,High,Meat,103.76,OUT017,2007,NA,Tier 2,Supermarket Type1,2804.35
FDC34,16.0,Regular,High,Snack Foods,155.3,OUT045,2002,NA,Tier 2,Supermarket Type1,3894.93
FDX10,6.38,Regular,High,Snack Foods,34.39,OUT017,2007,NA,Tier 2,Supermarket Type1,388.16
NCF19,13.0,Low Fat,Low,Household,47.9,OUT013,1987,Large,Tier 3,Supermarket Type1,583.24
FDE17,20.1,Regular,High,Frozen Foods,150.94,OUT017,2007,NA,Tier 2,Supermarket Type1,3476.14
FDJ08,11.1,Low Fat,High,Fruits and Vegetables,189.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,3630.61
NCN53,5.18,Low Fat,Low,Health and Hygiene,35.49,OUT013,1987,Large,Tier 3,Supermarket Type1,388.16
FDC16,11.5,Regular,High,Dairy,88.25,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31
FDO15,16.75,Regular,Low,Meat,73.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,1404.17
FDQ23,12.6,low fat,Low,Breads,102.33,OUT027,1985,Medium,Tier 3,Supermarket Type3,1948.13
DRF37,17.25,Low Fat,High,Soft Drinks,261.59,OUT013,1987,Large,Tier 3,Supermarket Type1,3418.88
FDN40,5.88,Low Fat,High,Frozen Foods,155.4,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.2
FDN24,12.6,Low Fat,High,Baking Goods,54.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.29
FDF16,7.3,Low Fat,High,Frozen Foods,147.61,OUT017,2007,NA,Tier 2,Supermarket Type1,3251.77
FDH27,7.08,Low Fat,High,Dairy,143.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5
FDY52,6.36,Low Fat,High,Frozen Foods,59.75,OUT017,2007,NA,Tier 2,Supermarket Type1,980.06
NCH55,12.6,Low Fat,Low,Household,125.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.04
NCH18,9.3,Low Fat,Low,Household,247.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.4
DRC01,5.92,Regular,Low,Soft Drinks,50.37,OUT013,1987,Large,Tier 3,Supermarket Type1,591.23
NCO14,9.6,Low Fat,Low,Household,42.61,OUT035,2004,Small,Tier 2,Supermarket Type1,133.83
DRG39,14.15,Low Fat,Low,Dairy,52.1,OUT046,1997,Small,Tier 1,Supermarket Type1,578.58
DRK13,11.8,Low Fat,High,Soft Drinks,198.21,OUT013,1987,Large,Tier 3,Supermarket Type1,3769.76
FDD41,6.76,Regular,High,Frozen Foods,106.13,OUT045,2002,NA,Tier 2,Supermarket Type1,1672.49
FDQ19,12.6,Regular,Low,Fruits and Vegetables,242.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117.56
FDX58,13.15,Low Fat,High,Snack Foods,181.7,OUT010,1998,NA,Tier 3,Grocery Store,549.28
FDK40,12.6,Low Fat,Low,Frozen Foods,263.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.78
FDI52,18.7,Low Fat,High,Frozen Foods,122.91,OUT017,2007,NA,Tier 2,Supermarket Type1,490.03
FDT28,13.3,Low Fat,High,Frozen Foods,149.97,OUT013,1987,Large,Tier 3,Supermarket Type1,2106.59
FDH52,9.42,Regular,Low,Frozen Foods,61.52,OUT017,2007,NA,Tier 2,Supermarket Type1,866.87
FDZ38,17.6,Low Fat,Low,Dairy,170.44,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.08
FDF12,8.24,Low Fat,High,Baking Goods,149.31,OUT017,2007,NA,Tier 2,Supermarket Type1,1921.5
NCE06,12.6,Low Fat,High,Household,162.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.63
FDO45,13.15,Regular,Low,Snack Foods,89.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.08
NCS18,12.65,Low Fat,Low,Household,106.39,OUT045,2002,NA,Tier 2,Supermarket Type1,3751.78
NCE54,20.7,Low Fat,Low,Household,73.24,OUT045,2002,NA,Tier 2,Supermarket Type1,1504.71
FDB50,13.0,Low Fat,High,Canned,76.8,OUT045,2002,NA,Tier 2,Supermarket Type1,2648.55
FDZ20,16.1,Low Fat,Low,Fruits and Vegetables,256.14,OUT045,2002,NA,Tier 2,Supermarket Type1,6358.39
FDB11,16.0,Low Fat,High,Starchy Foods,226.24,OUT045,2002,NA,Tier 2,Supermarket Type1,4725.85
FDU22,12.35,Low Fat,High,Snack Foods,118.91,OUT013,1987,Large,Tier 3,Supermarket Type1,3199.83
FDY48,14.0,Low Fat,Low,Baking Goods,103.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.13
NCP30,20.5,Low Fat,Low,Household,40.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.03
FDD08,8.3,Low Fat,Low,Fruits and Vegetables,38.05,OUT035,2004,Small,Tier 2,Supermarket Type1,531.31
NCG42,19.2,Low Fat,Low,Household,130.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.65
NCT30,9.1,Low Fat,High,Household,46.97,OUT017,2007,NA,Tier 2,Supermarket Type1,850.89
FDT37,14.15,Low Fat,Low,Canned,255.5,OUT013,1987,Large,Tier 3,Supermarket Type1,5355.03
FDU04,7.93,Low Fat,Low,Frozen Foods,122.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.19
NCH30,17.1,Low Fat,High,Household,114.39,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.05
DRG37,16.2,Low Fat,Low,Soft Drinks,154.7,OUT013,1987,Large,Tier 3,Supermarket Type1,1713.77
FDS13,6.46,Low Fat,High,Canned,264.79,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.84
FDQ47,7.16,Regular,High,Breads,34.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.46
FDY26,20.6,Regular,Low,Dairy,212.62,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.31
FDB14,20.25,Regular,High,Canned,94.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.48
FDV45,12.6,low fat,High,Snack Foods,189.56,OUT019,1985,Small,Tier 1,Grocery Store,1126.53
FDR23,15.85,Low Fat,High,Breads,177.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.98
NCS29,9.0,Low Fat,High,Health and Hygiene,266.69,OUT013,1987,Large,Tier 3,Supermarket Type1,3974.83
FDK33,12.6,Low Fat,Low,Snack Foods,213.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12
FDW24,12.6,low fat,Low,Baking Goods,50.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.74
FDR08,18.7,Low Fat,Low,Fruits and Vegetables,111.19,OUT017,2007,NA,Tier 2,Supermarket Type1,2334.96
FDB45,20.85,Low Fat,Low,Fruits and Vegetables,104.93,OUT013,1987,Large,Tier 3,Supermarket Type1,2299.67
FDW32,18.35,Regular,High,Fruits and Vegetables,83.99,OUT013,1987,Large,Tier 3,Supermarket Type1,1202.43
FDN21,18.6,Low Fat,High,Snack Foods,162.22,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.22
FDH56,9.8,Regular,High,Fruits and Vegetables,117.35,OUT035,2004,Small,Tier 2,Supermarket Type1,810.94
FDQ07,15.1,Regular,High,Fruits and Vegetables,219.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,6189.28
FDU58,12.6,Regular,Low,Snack Foods,188.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,2057.99
FDK36,7.09,Low Fat,Low,Baking Goods,48.1,OUT013,1987,Large,Tier 3,Supermarket Type1,1069.27
NCG18,12.6,Low Fat,Low,Household,102.83,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.4
FDQ26,12.6,Regular,High,Dairy,57.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.97
DRL47,12.6,Low Fat,Low,Hard Drinks,127.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.69
DRJ11,9.5,Low Fat,High,Hard Drinks,188.99,OUT017,2007,NA,Tier 2,Supermarket Type1,1323.61
FDB41,19.0,Regular,High,Frozen Foods,48.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.53
NCA06,20.5,Low Fat,High,Household,37.92,OUT046,1997,Small,Tier 1,Supermarket Type1,183.1
NCZ41,19.85,Low Fat,High,Health and Hygiene,125.27,OUT045,2002,NA,Tier 2,Supermarket Type1,2127.9
NCD54,21.1,Low Fat,Low,Household,145.78,OUT017,2007,NA,Tier 2,Supermarket Type1,1444.79
FDM34,12.6,Low Fat,High,Snack Foods,132.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.06
FDL57,15.1,Regular,High,Snack Foods,260.33,OUT013,1987,Large,Tier 3,Supermarket Type1,5424.94
NCD30,19.7,Low Fat,Low,Household,98.77,OUT013,1987,Large,Tier 3,Supermarket Type1,1859.58
FDH17,16.2,Regular,Low,Frozen Foods,97.37,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.32
FDD57,18.1,Low Fat,Low,Fruits and Vegetables,96.51,OUT035,2004,Small,Tier 2,Supermarket Type1,1332.93
FDC58,10.2,Low Fat,Low,Snack Foods,42.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,878.86
FDX47,6.55,Regular,Low,Breads,157.83,OUT046,1997,Small,Tier 1,Supermarket Type1,2514.06
FDC50,15.85,Low Fat,High,Canned,94.41,OUT045,2002,NA,Tier 2,Supermarket Type1,1428.14
NCS53,12.6,Low Fat,High,Health and Hygiene,157.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021.5
FDY13,12.1,Low Fat,Low,Canned,75.27,OUT018,2009,Medium,Tier 3,Supermarket Type2,612.54
FDP44,16.5,Regular,High,Fruits and Vegetables,100.63,OUT035,2004,Small,Tier 2,Supermarket Type1,1538.0
FDH60,12.6,Regular,High,Baking Goods,197.31,OUT019,1985,Small,Tier 1,Grocery Store,392.82
FDR02,16.7,Low Fat,Low,Dairy,109.19,OUT010,1998,NA,Tier 3,Grocery Store,222.38
FDK48,12.6,Low Fat,Low,Baking Goods,76.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.71
FDO24,11.1,Low Fat,High,Baking Goods,159.06,OUT010,1998,NA,Tier 3,Grocery Store,792.3
FDE20,11.35,Regular,Low,Fruits and Vegetables,168.28,OUT013,1987,Large,Tier 3,Supermarket Type1,2376.91
FDM04,9.2,Regular,High,Frozen Foods,53.17,OUT046,1997,Small,Tier 1,Supermarket Type1,769.0
NCH07,12.6,Low Fat,High,Household,160.46,OUT019,1985,Small,Tier 1,Grocery Store,316.92
DRP35,18.85,Low Fat,High,Hard Drinks,127.33,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.84
FDO11,8.0,Regular,Low,Breads,250.31,OUT046,1997,Small,Tier 1,Supermarket Type1,6723.25
NCM30,19.1,Low Fat,High,Household,41.98,OUT046,1997,Small,Tier 1,Supermarket Type1,701.75
DRF27,12.6,Low Fat,Low,Dairy,152.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071.94
NCR18,12.6,Low Fat,Low,Household,44.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,767.0
FDS48,12.6,Low Fat,Low,Baking Goods,149.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.89
FDO32,6.36,Low Fat,High,Fruits and Vegetables,46.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.48
NCP05,19.6,Low Fat,Low,Health and Hygiene,151.7,OUT017,2007,NA,Tier 2,Supermarket Type1,2884.25
FDF44,12.6,Regular,High,Fruits and Vegetables,131.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.38
FDX56,17.1,Regular,High,Fruits and Vegetables,209.06,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.08
FDE46,12.6,Low Fat,Low,Snack Foods,150.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.82
FDQ09,12.6,Low Fat,High,Snack Foods,113.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.97
NCB54,8.76,Low Fat,High,Health and Hygiene,126.73,OUT013,1987,Large,Tier 3,Supermarket Type1,639.17
NCV18,6.78,Low Fat,High,Household,84.22,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55
NCG55,16.25,Low Fat,Low,Household,116.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9
FDV14,19.85,Low Fat,Low,Dairy,89.49,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.63
FDT31,19.75,Low Fat,Low,Fruits and Vegetables,189.99,OUT013,1987,Large,Tier 3,Supermarket Type1,3781.74
DRD12,6.96,Low Fat,High,Soft Drinks,91.41,OUT045,2002,NA,Tier 2,Supermarket Type1,638.5
FDZ40,8.94,Low Fat,Low,Frozen Foods,53.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.23
DRI11,8.26,Low Fat,High,Hard Drinks,113.78,OUT010,1998,NA,Tier 3,Grocery Store,115.18
FDP23,6.71,Low Fat,Low,Breads,218.32,OUT045,2002,NA,Tier 2,Supermarket Type1,1959.45
FDY02,8.94,Regular,High,Dairy,263.49,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.94
